Monitoring Activity: Monitoring Activity Number,Project Name: Project Name,Monitoring Activity: ID,Comments,Contact,Completed?,Country,Department,Development Summary,DO,ECON Report Completed,ECON,ENV,ENV Report Completed,ENV Summary,Fiscal Year,Follow Up,"If Other Activity type, describe here",Monitoring Activity Date,Maturity Date,Monitoring Activity Type,Project ID,Site Visit Start Date,Site Visit Status,SOC,SOC Report Completed,SOC Summary,US Economic Impact Summary,Visit Number,Visit Reason,Monitoring Activity: Record Type,Monitoring Activity: Owner Role,Monitoring Activity: Last Modified Date,Project Name: Type,Project Name: Project Record Type,Project Name: Lead Source,Project Name: Requested DFC Amount,Project Name: Expected Revenue,Project Name: Won,Project Name: Closed,Project Name: Expected Commitment Date,Project Name: Next Step,Project Name: Process Stage,Project Name: Probability (%),Project Name: Fiscal Period,Project Name: Fiscal Year,Project Name: Age,Project Name: Stage Duration,Project Name: Report Category,Project Name: Description,Project Name: Has Line Item,Project Name: Private,Project Name: Created Date,Project Name: Last Modified Date,Project Name: Last Activity,Project Name: API ID,Project Name: Owner Role,Project Name: Project Owner: Title,Project Name: Project Owner: Company,Project Name: Project Owner: Department,Project Name: Project Owner: Division,Project Name: Project Owner: Profile,Project Name: Project Owner: Active,Project Name: Form 007 Comments,Project Name: Form 007 Status,Project Name: Form 007 GUID,Project Name: Form 007 Intake Number,Project Name: 007 Activation Code,Project Name: Form 007 Exception Detail,Project Name: Form 007 Exception Justification,Project Name: SOC Clearance,Project Name: SOC Is Data Sensitive,Project Name: Social Clearance Date,Project Name: Social Clearance Status,Project Name: Pipeline SOC Clearance Status,Project Name: Associated Fund,Project Name: Environmental Summary,Project Name: Environmental Clearance Notes,Project Name: Environmental Officer,Project Name: ENV Clearance,Project Name: ENV is Data Sensitive,Project Name: Env Category,Project Name: Environmental Clearance Date,Project Name: Environmental Clearance Status,Project Name: Pipeline Environmental Clearance Date,Project Name: Pipeline Environmental Clearance Status,Project Name: ECON IQ Metrics Original,Project Name: ECON IQ Metrics,Project Name: zPipeline Economic Clearance Status,Project Name: Secondary Reason for Termination,Project Name: U.S. Economic Impact:,Project Name: Economic Clearance Notes,Project Name: ECON Clearance,Project Name: ECON Project Info,Project Name: Pipeline Economic Clearance Status,Project Name: Pipeline Economic Clearance Date,Project Name: Economic Clearance Date,Project Name: Economic Clearance Status,Project Name: Secondary Office,"Project Name: ""Development/IQ"" Score",Project Name: IQ Score Total,Project Name: IQ Scoring Classification,Project Name: IQ Scoring Model,Project Name: Development/IQ” Score (proxy),Project Name: Unique Entity ID (SAM),Project Name: Is 008 Eligible,Project Name: Site Monitored,Project Name: Transferred to Monitoring,Project Name: In Monitoring,Project Name: Monitoring Designation,Project Name: Requires ODP Clearance,Project Name: ODP Recieved Date,Project Name: ODP Group,Project Name: U.S. Representative,Project Name: County,Project Name: Project ID,Project Name: Multiple Investors,Project Name: Investor Size SB,Project Name: Investment Committee Status,Project Name: Investment Committee Approval Date,Project Name: Other Investment Insurance Amount,Project Name: Investment Committee Scheduled Date,Project Name: Other Investment Insurance Details,Project Name: Has Equity Investment,Project Name: Board Approval Actual Date,Project Name: Board Approval Scheduled Date,Project Name: Board Approval Status,Project Name: Credit Approval Date,Project Name: Underwriting Approval Date,Project Name: Project Screening Approval Date,Project Name: Evaluation Committee Approval Date,Project Name: Funds Evaluation Committee Approval Date,Project Name: Loan Approval Date,Project Name: Equity Evaluation Committee Approve Date,Project Name: CEO Approval Date,Project Name: TA Approval Date,Project Name: Highest Level of Approval Needed,Project Name: Highest Level Approval Needed Achieved,Project Name: Host Country Income Category,Project Name: Country,Project Name: Host Country,Project Name: Project Countries,Project Name: Host Country Region,Project Name: Single Country Coverage,Project Name: Host Country is Review,Project Name: Host Country Low Income Priority,Project Name: Counts Toward Portfolio Exposure,Project Name: Consent Letter Counter Signed Date,Project Name: Discount Factor Pipeline,Project Name: Host Country Code,Project Name: Project Count Amount,Project Name: Reporting Count,Project Name: Country Income Level,Project Name: Lock Country Income Level,Project Name: Has US  Participant Project Account,Project Name: Reporting Count Notes,Project Name: CN Required for Country Override,Project Name: CN Required for Country,Project Name: Account Name,Project Name: Account Site,Project Name: Account Record Type,Project Name: Account Number,Project Name: Account ID,Project Name: Billing Country,Project Name: Shipping Country,Project Name: Country,Project Name: DFC Account ID,Project Name: Account Id
MA - 000077,Poa Internet Kenya Limited,a273d000002NYYn,,,,Kenya,ODP,,0,0,0,0,0,,2024,,,4/16/2024,4/15/2029,Development Impact Monitoring Review,9000105274,,,0,0,,,,,,Office of Investment Policy,8/15/2024,,SMEF,,5000000,5000000,1,1,3/15/2022,,Transferred to Monitoring,100,Q2-2022,2022,365,454,Portfolio,Provides low cost internet access to low and middle income households in Kenya.,0,0,3/15/2021,4/16/2025,,006t0000004FBLL,,Portfolio Monitoring Specialist,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,cbc71853-a4e1-4d10-a535-5a4c35e75a5f,45986,,,,SOC-3018,0,11/10/2021,C-Cleared,Clearance Completed,,,,,EN-03019,0,B,11/10/2021,C-Cleared,2021-11-10,Clearance Completed,a21t000000Et7tx,9000105274-IQ Adjustment Initial Score 2022,,,,,EC-05781,a1It000000B4kEq,Clearance Completed,2021-11-16,11/16/2021,C-Cleared,,116.35,116.35,Highly Developmental,0.1.4,,,0,0,1/31/2024,0,,1,,,,,9000105274,0,0,,,,,,0,,,,3/9/2022,,4/1/2021,,,3/9/2022,,,,Sub-IC,0,Low,,Kenya,Kenya,Africa,0,0,0,1,,,615,,1,Lower Middle Income,1,0,Reporting count updated January 2023,0,0,,,,,,,,,,
MA - 000067,"Apollo Agriculture, Inc.",a273d000002ADlJ,,,,Kenya,ODP,,0,0,0,0,0,,2024,,Office-based meeting,5/15/2024,2/15/2031,Environmental & Social Compliance Project Evaluation,9000104719,,,0,0,,,,,,,6/26/2024,,SMEF,,9500000,9500000,1,1,9/28/2021,,Transferred to Monitoring,100,Q4-2021,2021,371,736,Portfolio,Financial vehicle making small micro loans and inputs available to small holder farmers in Kenya.,0,0,9/22/2020,4/23/2025,,006t0000003DtSv,,Portfolio Monitoring Specialist,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Submitted for Policy Clearance,225a6a11-e786-4c2e-ac27-c1f9624d02f5,38795,,,,SOC-2898,0,2/25/2021,C-Cleared,Clearance Completed,,,,,EN-02898,0,C,2/25/2021,C-Cleared,2021-02-25,Clearance Completed,a21t000000Et6lE,9000104719-IQ Adjustment Initial Score 2021,,,,,EC-05656,a1It000000B1xtI,Clearance Completed,2021-04-07,4/7/2021,C-Cleared,,129.4,129.42,Highly Developmental,0.1.4,,DUADJENL26X6,0,0,4/24/2023,0,,1,,,,,9000104719,0,0,,,,,,0,,,,9/10/2021,,9/29/2020,,,9/10/2021,,,,Sub-IC,0,Low,,Kenya,"Zambia, Kenya",Africa,0,0,0,1,,,615,,1,Lower Middle Income,1,0,,0,0,"Apollo Agriculture, Inc.",,SF,,001t000000UWNTB,,,United States,,A-035473
MA - 000048,Kasha Global Inc.,a273d000001SuHs,,,,Kenya,ODP,,0,0,0,0,0,,2023,,,4/24/2023,1/11/2041,Development Impact Project Evaluation,9000103763,,,0,0,,,,,,Origination Officer SF,1/4/2024,,Equity,,1000000,1000000,1,1,1/22/2021,,Disbursing (after 1st Disbursement),100,Q2-2021,2021,511,106,Portfolio,"Kasha is an e-commerce company providing personal care, health care and beauty products to low-income women in Kenya and Rwanda",0,0,8/30/2019,4/28/2025,,006t0000002bmcM,,"Director, Venture And Private Equity",Direct Equity Investments (OEIF),Office of Infrastructure (OI),,Equity - Funds,1,,Policy Clearance Completed,d787a2f6-8d7f-4235-9289-86a8eff3fd8f,37531,,,,SOC-2776,0,8/10/2020,C-Cleared,Clearance Completed,,,,,EN-02776,0,B,8/10/2020,C-Cleared,2020-08-10,Clearance Completed,a21t000000Et6xA,9000103763-IQ Adjustment Initial Score 2021,,,,,EC-05534,a1It0000009nxIh,Clearance Completed,2020-07-31,7/31/2020,C-Cleared,,136.3,135.55,Highly Developmental,0.1.4,,,0,0,1/12/2022,0,,1,,,,,9000103763,0,0,,8/28/2020,,,,0,9/9/2020,,,8/6/2020,,5/21/2020,,,9/9/2020,,,,IC,0,Low,,Kenya,"Kenya, Rwanda",Africa,0,1,0,1,,,615,,0,Lower Middle Income,0,0,"Updated reporting count April 2025, this project will report under Kasha Global (9000115665).
Updated reporting count and project relationship January, 2023",0,0,,,,,,,,,,
MA - 000044,WBC - Victoria Commercial Bank Ltd,a273d000001DoD3,,,,Kenya,ODP,,0,0,0,0,0,,2023,,,4/17/2023,6/20/2028,Development Impact Monitoring Review,9000072932,,,0,0,,,,,,Office of Investment Policy,9/21/2023,,SMEF,,9750000,9750000,1,1,4/18/2018,,Closed Out,100,Q3-2018,2018,96,83,Omitted,Expansion of SME lending portfolio to women-owned businesses and green energy projects,0,0,1/12/2018,2/5/2025,,006t0000002fPzR,,Loan Monitoring Officer,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,bcf02835-5333-43c7-befc-def2c303cc71,18683,,,,LHR-2314,0,3/18/2018,C-Cleared,Clearance Completed,,,,,EN-02314,0,C,3/16/2018,C-Cleared,2018-03-16,Clearance Completed,a21t000000HGgxt,9000072932 Form_008_Submission_Adjustment 2021,,,,,EC-04836,a1It0000000LRZf,Clearance Completed,2018-02-27,2/27/2018,C-Cleared,,67.5,0,Not Scored,0.1.4,,,0,0,7/11/2018,0,,1,,,,,9000072932,0,0,,,,,,0,,,,4/18/2018,,,,,4/18/2018,,,,Sub-IC,0,Low,,Kenya,Kenya,Africa,0,1,1,1,,,615,9750000,1,,0,1,,0,0,FSVC,,SF,,001t000000AqQwc,,,United States,,A-032665
MA - 000042,Mawingu Networks,a273d000001DLfp,,,,Kenya,ODP,,0,0,0,0,0,,2023,,,4/18/2023,10/15/2031,Development Impact Monitoring Review,9000031411,,,0,0,,,,,,Office of Investment Policy,9/18/2023,,SF,,4100000,4100000,1,1,5/10/2016,,Transferred to Monitoring,100,Q3-2016,2016,300,2955,Portfolio,Construction of up to 340 WiFi access points,0,0,7/15/2015,2/13/2025,,006t0000001dstM,,"Director, Asset Management",,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,8f32cabc-d5b3-4e1d-a32b-08e56f59a1a3,7365,,,,LHR-0145,0,5/24/2016,C-Cleared,Clearance Completed,,,"Screening: The Project has been reviewed against OPIC’s categorical prohibitions and determined to be eligible.  Projects involving the installation of roof-top communication towers on commercial property and operation of existing communication towers are screened as Category B projects under OPIC’s environmental and social guidelines because impacts are site specific and readily mitigated.  The primary environmental and social concerns related to this Project are associated with the safety of employees and contractors involved in the installation of roof-top communication equipment.  Applicable Standards: OPIC’s environmental and social due diligence indicates that the Project will have impacts that must be managed in a manner consistent with the following International Finance Corporation’s (IFC) 2012 Performance Standards (PS):-PS 1: Assessment and Management of Environmental and Social Risks and Impacts;-PS 2: Labor and Working Conditions;-PS 3: Resource Efficiency and Pollution Prevention; and-PS 4: Community Health, Safety and Security.The Project will not involve any physical or economic displacement and no land will be purchased for the Project.  All construction activities will be undertaken on commercial property and the Borrower will reach a lease agreement with the local landlords through negotiations of commercial terms.  Therefore, IFC’s Performance Standard 5 is not triggered by the Project at this time.  The Project will install roof-top communication equipment on commercial properties located in rural areas which the Borrower has represented will be in permitted locations. At a few national parks, small-sized non-intrusive wireless communication equipment (antenna) will be installed in order to meet the communication needs of the park authorities. The roof-top communication equipment will be installed in a manner which is consistent with the visual landscape and the management of the relevant parks.  In addition, the Project sites are not expected to adversely impact any critical habitat or cultural heritage.  Therefore, PS 6: Biodiversity Conservation and Sustainable Management of Living Natural Resources and PS 8: Cultural Heritage are not triggered at this time.  No Indigenous Peoples will be adversely impacted at any of the Project sites.  Thus, PS7: Indigenous Peoples is also not triggered at this time.In accordance with PS 3, IFC’s Environmental, Health, and Safety (EHS) General Guidelines (2007) and EHS Guidelines for Telecommunications will be applicable to this Project.The Project is not expected to have significant greenhouse gas (carbon dioxide equivalent) emissions as it plans to use solar panels for charging its wireless communication equipment and achieve carbon neutral status.Environmental and Social Risks and Mitigation: The Borrower will manage both the construction of new roof-top communication equipment and their operation in accordance with its policies which also ensure compliance with both the local regulations and IFC Performance Standards and Guidelines. The Borrower has adopted detailed procedures relating to worker and contractor safety.  In addition, employees and contractors will also receive extensive training specific to their jobs.  All solid wastes will be transported off site and disposed at permitted facilities by licensed contractors.  The Project does not generate significant quantities of wastewaters.  Dust and other air emissions will be controlled to acceptable levels.   The Borrower will be required to continue implementing its overarching environmental and sustainability policies that will be used to guide the Project’s environmental and social performance.  The Borrower will also be required to continue implementing its grievance mechanism.  In addition, the Borrower will also be required to ensure compliance with IFC’s Performance Standards (2012) and Environmental, Health, and Safety (EHS) Guidelines for Telecommunications and General EHS Guidelines (2007).","Aggarwal, Sanjeev",EN-00145,0,B,5/10/2016,C-Cleared,2016-05-10,Clearance Completed,a21t000000HGgqJ,9000031411 Form_008_Submission_Adjustment 2021,,,"The Project is not expected to have a negative impact on the U.S. economy or employment.  There is no U.S. procurement associated with this project, and, therefore the project is expected to have a neutral impact on U.S. employment.  The project is expected to have a negative five-year U.S. balance of payments impact.","This Project is expected to have a highly developmental impact in Kenya, a low income country, by providing affordable, high-speed Wi-Fi hotspots to consumers in rural areas. The Project will also provide free device charging to its clients in a country where in 2012, only 6.7 percent of its rural population had access to electricity. The Project will utilize new technology and a new business model to reach areas currently underserved by broadband service providers. The Project is also expected to create new professional and technical job opportunities in Kenya. Until recently, Mawingu was a non-commercial technical pilot program, funded by donors and impact investors in order to prove out the technology.",EC-03992,,Clearance Completed,2016-03-17,3/17/2016,C-Cleared,,75,130.39,Highly Developmental,0.1.4,,,0,0,3/27/2017,0,,1,,,,,9000031411,0,0,,,,,,0,,,,6/14/2016,,,,,6/14/2016,,,,Sub-IC,0,Low,,Kenya,Kenya,Africa,0,1,1,1,,,615,,1,,0,1,,0,0,International Network Investments,,SF,,001t0000004hRbM,,,United States,,A-001092
MA - 000061,Ampersand Rwanda Ltd. and Ampersand E- Mobility Ltd.,a273d000001bbSa,,,,Kenya,ODP,,0,0,0,0,0,,2024,,,2/22/2024,10/15/2026,Environmental & Social Compliance Project Evaluation,9000104893,,,0,0,,,,,,Office of Investment Policy,3/5/2024,,SMEF,,9000000,9000000,1,1,9/15/2021,,Transferred to Monitoring,100,Q4-2021,2021,230,1047,Portfolio,"Direct loan to Ampersand, an electric motorcycle taxi company in East Africa.",0,0,1/28/2021,4/21/2025,,006t0000004F9yu,,"Director, Portfolio Management",,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,6fd2ebb6-3aa7-473c-94ba-72e7c50a8a6b,46210,,,,SOC-3028,0,9/1/2021,C-Cleared,Clearance Completed,,,,,EN-03029,0,B,9/1/2021,C-Cleared,2021-09-01,Clearance Completed,a21t000000Et7uC,9000104893-IQ Adjustment Initial Score 2021,,,,,EC-05790,a1It000000B34SZ,Clearance Completed,2021-09-02,9/2/2021,C-Cleared,,132.15,132.15,Highly Developmental,0.1.4,,,0,0,6/17/2022,0,,1,,,,,9000104893,0,0,,,,,,0,,,,9/14/2021,,4/14/2021,,,9/14/2021,,,,Sub-IC,0,Low,,Rwanda,Rwanda,Africa,0,0,1,1,,,696,,1,Low Income,1,0,,0,0,,,,,,,,,,
MA - 000075,Liberian Enterprise Development Finance Company,a273d000002KiRk,,Ambrose Houphouet,,Liberia,ODP,,0,0,0,0,0,,2024,,E&S montioring alongside impact evaluations,6/17/2024,12/14/2032,Environmental & Social Compliance Project Evaluation,9000032377,,,0,0,,,,,,,8/6/2024,,SMEF,,20000000,20000000,1,1,8/11/2017,,Transferred to Monitoring,100,Q4-2017,2017,282,978,Portfolio,Expansion of SME lending by a lender that provides funding and technical assistance in under-served areas of Liberia.,0,0,11/2/2016,2/14/2025,,006t0000001eebp,,Loan Monitoring Officer,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,d809bc4b-4717-4f56-bf37-22da821f118f,12023,,,,LHR-2205,0,5/2/2017,C-Cleared,Clearance Completed,,,,,EN-02205,0,C,4/26/2017,C-Cleared,2017-04-26,Clearance Completed,a21t000000HGh1C,9000032377 Form_008_Submission_Adjustment 2021,,,,,EC-04636,a1It0000000Guoz,Clearance Completed,2017-05-31,5/31/2017,C-Cleared,,77.5,0,Not Scored,0.1.4,,,0,0,8/25/2022,0,,1,,,,,9000032377,0,0,,,,,,0,,,,8/2/2017,,2/6/2017,,,8/2/2017,,,,Sub-IC,0,Low,,Liberia,Liberia,Africa,0,0,1,1,,,669,20000000,1,,0,1,,0,0,Papa Kwesi Nduom,,SF,,001t0000005SWhp,,,USA,,A-024773
MA - 000064,Africa Data Centres,a273d000001dcVB,,,,Africa Regional,ODP,,0,0,0,0,0,,2024,,,3/22/2024,5/15/2033,Environmental & Social Compliance Project Evaluation,9000093563,,,0,0,,,,,,Office of Investment Policy,3/15/2024,,SF,,300000000,300000000,1,1,1/14/2021,,Transferred to Monitoring,100,Q2-2021,2021,678,104,Portfolio,"Acquisition, development, construction and operation of data centers in South Africa, Kenya, and other DFC eligible countries.",0,0,3/8/2019,4/23/2025,,006t0000003C7VJ,VP SF,"Managing Director, Asset Management",,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,2a3339da-7208-464e-ab29-ab77374be9bc,37965,,,,SOC-2841,0,11/13/2020,C-Cleared,Clearance Completed,,,,,EN-02841,0,B,11/13/2020,C-Cleared,2020-11-13,Clearance Completed,a21t000000Et8aP,9000093563-IQ Adjustment Initial Score 2021,,,,,EC-05599,a1It000000B1vmI,Clearance Completed,2020-11-02,11/2/2020,C-Cleared,,125.4,125.41,Highly Developmental,0.1.4,,,0,0,12/11/2024,0,,1,,,,,9000093563,0,0,,11/3/2020,,,,0,12/10/2020,,,10/19/2020,,3/22/2019,,,2/8/2021,,,,Board,0,,,Africa Regional,"AFRICA REGIONAL, South Africa, Kenya",Africa,0,0,0,1,,,699,,1,Lower Middle Income,1,0,,0,0,,,,,,,,,,
MA - 000133,Phatisa Food Fund 2 L.L.C.,a27eq000001URQP,,,,,ODP,,0,0,0,0,0,,,,,9/26/2024,10/31/2028,Development Impact Monitoring Review,9000115880,,,0,0,,,,,,,11/18/2024,,Fund,,75000000,75000000,1,1,5/6/2022,,Disbursing (after 1st Disbursement),100,Q3-2022,2022,10,1089,Portfolio,The Fund will invest across the African food/FMCG value chain,0,0,4/26/2022,4/16/2025,,006t0000004BzqZ,,Managing Director,,Office of Investment Funds (OIF),,Equity - Funds,1,,Submitted For DFC Review,,,,,,LHR-2169,0,2/8/2017,C-Cleared,Clearance Completed,,,,,EN-02169,0,D,2/2/2017,C-Cleared,2017-02-02,Clearance Completed,a21t000000FlOOY,9000115880-IQ Adjustment Initial Score 2022,,,,,EC-04590,a1It000000004v9,Clearance Completed,2017-02-07,2/7/2017,C-Cleared,,,0,Not Scored,0.1.4,,,0,0,,0,,0,,,,,9000115880,0,0,,2/15/2017,,,,0,3/16/2017,,,,,,,1/24/2017,3/16/2017,,,,Board,0,,,Africa Regional,"Africa Regional, Nigeria",Africa,0,0,0,1,,,699,,1,LMIC,0,0,Reporting count updated January 2023,0,0,Phatisa Group Limited,,SF,,001t0000004hRbW,,,Mauritius,,A-001093
MA - 000135,WLB Asset II C Pte. Ltd.,a27eq000001ar0P,,,,,ODP,,0,0,0,0,0,,2024,,,1/12/2024,9/30/2029,Environmental & Social Compliance Project Evaluation,9000104164,,,0,0,,,,,,Administrative,12/2/2024,,SMEF,,15000000,15000000,1,1,9/6/2019,,Transferred to Monitoring,100,Q4-2019,2019,0,1916,Portfolio,Support SMES operating in the sustainable agriculture and clean energy sectors or MFIs deemed to have a positive impact on women’s livelihood,0,0,1/30/2020,4/10/2025,,006t0000003UCxP,,"Director, Relationships (Asia/Mena)",,Office of Small Business and Financial Services (OSBFS),,SMEF User,1,,N/A,,,,,,,0,,,,,,,,,0,,,,,,a213d000002M4hs,9000104164-IQ Adjustment Initial Score 2019,,,,,,,,,,,,,0,Not Scored,0.1.4,,,0,0,9/6/2019,0,,0,,,,,9000104164,0,0,,,,,,0,,,,,,,,,,,,,Sub-IC,0,Middle,Indonesia,Indonesia,,Asia,0,0,0,1,,,497,,1,,0,0,"Updated reporting count February 2023. . MTU transaction committed under OPIC, not required to submit DOS.",0,0,United States Agency for International Development (USAID),,Yellow Book,,001t0000006dCkE,United States,,US,,A-027308
MA - 000000,Cube Highways and Infrastructure II Pte. Ltd.,a27t0000000wk9J,,,,,ODP,,0,0,0,0,0,,,,monitored by contractor,11/29/2021,,Environmental & Social Compliance Project Evaluation,9000093485,,,0,0,,,,,,Office of Investment Policy,3/18/2022,,Portfolio Company,,75000000,75000000,1,1,9/30/2019,,Invested,100,Q4-2019,2019,237,1915,Portfolio,Acquisition and operation of existing toll and annuity road projects in India.,0,0,2/5/2019,3/24/2025,,006t0000003Aa4p,,Managing Director,,Office of Investment Funds (OIF),,Equity - Funds,1,,Policy Clearance Completed,7d60c5fe-9837-4dd4-8c33-541377361f31,27751,,,,SOC-2507,1,4/2/2019,C-Cleared,Clearance Completed,,,,,EN-02507,0,B,3/25/2019,C-Cleared,2019-03-25,Clearance Completed,a21t000000Et9cF,9000093485 Form_008_Submission_Adjustment 2020,,,,,EC-05251,a1It0000003i8QU,Clearance Completed,2019-03-22,3/22/2019,C-Cleared,,60,0,Not Scored,0.1.4,,,0,0,,0,,1,,,,,9000093485,0,0,,,,,,0,,,,,,,,,,,,,Sub-IC,0,Low,,India,India,Asia,0,0,1,1,8/16/2019,,386,75000000,1,,0,0,,0,0,I Squared Capital,,SF,,001t0000001ulvq,,,USA,,A-017695
MA - 000124,WBC - Asirvad Microfinance Limited,a27eq000001ICgy,,,,,ODP,,0,0,0,0,0,,,,,8/23/2024,6/20/2028,Development Impact Monitoring Review,9000103853,,,0,0,,,,,,,10/30/2024,,SMEF,,14625000,14625000,1,1,8/31/2020,,Transferred to Monitoring,100,Q4-2020,2020,265,1281,Portfolio,Expansion of Asirvad's microfinance portfolio,0,0,12/10/2019,4/16/2025,,006t0000003SAVz,,Portfolio Monitoring Specialist,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,B4747B49-8772-4D3C-A2B6-10FEEA8F2EEB,35055,,,,SOC-2705,0,5/1/2020,C-Cleared,Clearance Completed,,,,,EN-02705,0,C,5/1/2020,C-Cleared,2020-05-01,Clearance Completed,a21t000000HGgpk,9000103853 Form_008_Submission_Adjustment 2021,,,,,EC-05463,a1It0000009mhyd,Clearance Completed,2020-06-30,6/30/2020,C-Cleared,,135.5,135.48,Highly Developmental,0.1.4,,C15BM152HWW3,0,0,10/26/2021,0,,1,,,,,9000103853,0,0,,,,,,0,,,,8/4/2020,,3/27/2020,,,8/4/2020,,,,Sub-IC,0,Middle,,India,India,Asia,0,0,0,1,,,386,14625000,1,Lower Middle Income,0,1,,0,0,"WorldBusiness Capital, Inc.",,SF,,001t000000C7bGy,,,United States,,A-033441
MA - 000093,RBL Bank,a27eq00000062vH,,,,,ODP,,0,0,0,0,0,,2023,,,7/8/2024,2/15/2032,Environmental & Social Compliance Project Evaluation,9000104374,,,0,0,,,,,,Administrative,8/29/2024,,SF,,100000000,100000000,1,1,12/31/2021,,Transferred to Monitoring,100,Q1-2022,2022,634,1034,Portfolio,Loan for Tier II capital to alleviate liquidity constraints,0,0,4/6/2020,4/29/2025,,006t0000003Pfhk,,Senior Investment Officer,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,ca20a2e3-b261-43cb-8404-8c35c5cdc60d,37354,,,,SOC-2852,0,10/13/2020,C-Cleared,Clearance Completed,,,,,EN-02852,0,C,10/13/2020,C-Cleared,2020-10-13,Clearance Completed,a21t000000Et9PQ,9000104374-IQ Adjustment Initial Score 2022,,,,,EC-05610,a1It000000B1wUp,Clearance Completed,2021-01-13,1/13/2021,C-Cleared,,120.3,120.28,Highly Developmental,0.1.4,,,0,0,6/30/2022,0,,1,,,,,9000104374,0,0,,10/8/2021,,,,0,11/15/2021,,,10/1/2021,,4/6/2020,,,11/15/2021,,,,Board,0,Middle,,India,India,Asia,0,0,0,1,,,386,,1,Lower Middle Income,1,0,Reporting count updated January 2023,0,0,,,,,,,,,,
MA - 000021,LuccaHealth Medical Specialty Center Ghana Limited,a273d0000010TaM,,,,,ODP,,0,0,0,0,0,,,,,11/14/2022,9/15/2032,Environmental & Social Compliance Project Evaluation,9000052791,,,0,0,,,,,,Office of Investment Policy,4/24/2023,,SMEF,,7500000,750000,1,1,9/28/2018,,Loan Disbursed,10,Q4-2018,2018,407,1789,Portfolio,"LuccaHealth will build and operate an ambulatory surgical center and imaging services center in Accra, Ghana.",0,0,8/17/2017,3/17/2025,,006t00000026qdu,,Project Finance Specialist,,Investment Office (IO),,SMEF User,1,,Policy Clearance Completed,b196a208-ce1d-4f5a-864b-a1645419c707,17045,,,,LHR-2277,0,1/18/2018,C-Cleared,Under Review,,,,,EN-02277,0,B,1/22/2018,C-Cleared,2018-01-22,Clearance Completed,a21t000000FlOCc,9000052791-IQ Adjustment Initial Score 2018,,,,,EC-04772,a1It00000004L8F,Under Review,2019-02-27,1/12/2018,C-Cleared,,57.5,0,Not Scored,0.1.4,,,0,0,,0,,1,,,,,9000052791,0,0,,,,,,0,,,,9/20/2018,,,,,9/20/2018,,,,Sub-IC,0,Low,,Ghana,Ghana,Africa,0,1,1,1,,,641,7500000,1,,0,1,"Updated reporting count and project relationship January, 2023.",0,0,BlackIvy Group LLC,,SF,,001t0000008u7Bs,,,United States,,A-031952
MA - 000019,Energia del Pacifico CV,a273d0000010TZT,,,,,ODP,,0,0,0,0,0,,,,,12/5/2022,12/14/2037,Environmental & Social Compliance Project Evaluation,9000032030,,,0,0,,,,,,Office of Investment Policy,4/24/2023,,SMEF,,350000000,350000000,1,1,9/30/2019,,Transferred to Monitoring,100,Q4-2019,2019,1317,1812,Portfolio,"The development, construction, and operation of a 378MW gas-fired power generation facility in Acajutla. IFC and Finnvera are mandated to co-finance",0,0,2/21/2016,3/19/2025,,006t0000001eTxe,,"Director, Asset Management",,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,cacf3c15-c0d5-41ab-98fe-3236abeb6ea3,10640,,,,LHR-2167,1,3/25/2019,C-Cleared,Clearance Completed,,,,,EN-02167,1,A,2/28/2019,C-Cleared,2019-02-28,Clearance Completed,a21t000000HGh2y,9000032030 Form_008_Submission_Adjustment 2021,,,,,EC-04588,a1It000000004qi,Clearance Completed,2019-02-14,2/14/2019,C-Cleared,,67.5,0,Not Scored,0.1.4,,,0,0,5/13/2020,0,,1,,,,,9000032030,0,0,,2/19/2019,,,,0,3/20/2019,,,2/19/2019,,7/7/2016,,,3/20/2019,,,,Board,0,Middle,,El Salvador,El Salvador,Western Hem,0,0,0,1,,,519,350000000,1,,0,1,"Updated reporting count and project relationship January, 2023",0,1,Michael P. Polsky Declaration of Trust,,SF,,001t000000IRQgU,,,United States,,A-034347
